"family","replicate","seed","position","row_id","symbol","group"
"fm",2,1022,317,"gene4082","MARCKS","FM_12"
"fm",2,1022,318,"gene80097","MZT2B","FM_04"
"fm",2,1022,319,"gene22934","RPIA","FM_08"
"fm",2,1022,320,"gene4354","MPP1","FM_01"
"fm",2,1022,321,"gene388","RHOB","FM_03"
"fm",2,1022,322,"gene9246","UBE2L6","FM_09"
"fm",2,1022,323,"gene7852","CXCR4","FM_08"
"fm",2,1022,324,"gene80310","PDGFD","FM_10"
"fm",2,1022,325,"gene10622","POLR3G","FM_07"
"fm",2,1022,326,"gene10135","NAMPT","FM_02"
"fm",2,1022,327,"gene4778","NFE2","FM_02"
"fm",2,1022,328,"gene160364","CLEC12A","FM_02"
"fm",2,1022,329,"gene1912","PHC2","FM_19"
"fm",2,1022,330,"gene10663","CXCR6","FM_07"
"fm",2,1022,331,"gene9437","NCR1","FM_10"
"fm",2,1022,332,"gene84649","DGAT2","FM_01"
"fm",2,1022,333,"gene2624","GATA2","FM_12"
"fm",2,1022,334,"gene3326","HSP90AB1","FM_08"
"fm",2,1022,335,"gene5079","PAX5","FM_14"
"fm",2,1022,336,"gene5208","PFKFB2","FM_03"
"fm",2,1022,337,"gene353189","SLCO4C1","FM_08"
"fm",2,1022,338,"gene3945","LDHB","FM_03"
"fm",2,1022,339,"gene84174","SLA2","FM_06"
"fm",2,1022,340,"gene3821","KLRC1","FM_03"
"fm",2,1022,341,"gene356","FASLG","FM_03"
"fm",2,1022,342,"gene59352","LGR6","FM_03"
"fm",2,1022,343,"gene6201","RPS7","FM_02"
"fm",2,1022,344,"gene6164","RPL34","FM_02"
"fm",2,1022,345,"gene3921","RPSA","FM_06"
"fm",2,1022,346,"gene3576","CXCL8","FM_18"
"fm",2,1022,347,"gene6227","RPS21","FM_05"
"fm",2,1022,348,"gene7915","ALDH5A1","FM_20"
"fm",2,1022,349,"gene684","BST2","FM_16"
"fm",2,1022,350,"gene80781","COL18A1","FM_11"
"fm",2,1022,351,"gene6934","TCF7L2","FM_07"
"fm",2,1022,352,"gene338440","ANO9","FM_01"
"fm",2,1022,353,"gene80216","ALPK1","FM_04"
"fm",2,1022,354,"gene6515","SLC2A3","FM_04"
"fm",2,1022,355,"gene1933","EEF1B2","FM_08"
"fm",2,1022,356,"gene400916","CHCHD10","FM_04"
"fm",2,1022,357,"gene79689","STEAP4","FM_09"
"fm",2,1022,358,"gene726","CAPN5","FM_13"
"fm",2,1022,359,"gene729359","PLIN4","FM_15"
"fm",2,1022,360,"gene57610","RANBP10","FM_11"
"fm",2,1022,361,"gene4064","CD180","FM_17"
"fm",2,1022,362,"gene25873","RPL36","FM_07"
"fm",2,1022,363,"gene1847","DUSP5","FM_01"
"fm",2,1022,364,"gene8291","DYSF","FM_16"
"fm",2,1022,365,"gene51523","CXXC5","FM_06"
"fm",2,1022,366,"gene3070","HELLS","FM_03"
"fm",2,1022,367,"gene6036","RNASE2","FM_03"
"fm",2,1022,368,"gene11123","RCAN3","FM_06"
"fm",2,1022,369,"gene10581","IFITM2","FM_09"
"fm",2,1022,370,"gene50509","COL5A3","FM_09"
"fm",2,1022,371,"gene9975","NR1D2","FM_01"
"fm",2,1022,372,"gene5464","PPA1","FM_13"
"fm",2,1022,373,"gene140803","TRPM6","FM_17"
"fm",2,1022,374,"gene6846","XCL2","FM_18"
"fm",2,1022,375,"gene4537","MT-ND3","FM_07"
"fm",2,1022,376,"gene3490","IGFBP7","FM_02"
"fm",2,1022,377,"gene84766","CRACR2A","FM_20"
"fm",2,1022,378,"gene944","TNFSF8","FM_11"
"fm",2,1022,379,"gene366","AQP9","FM_18"
"fm",2,1022,380,"gene9934","P2RY14","FM_05"
"fm",2,1022,381,"gene7846","TUBA1A","FM_03"
"fm",2,1022,382,"gene6478","SIAH2","FM_03"
"fm",2,1022,383,"gene6171","RPL41","FM_04"
"fm",2,1022,384,"gene6152","RPL24","FM_05"
"fm",2,1022,385,"gene360","AQP3","FM_01"
"fm",2,1022,386,"gene2214","FCGR3A","FM_19"
"fm",2,1022,387,"gene3004","GZMM","FM_02"
"fm",2,1022,388,"gene5494","PPM1A","FM_07"
"fm",2,1022,389,"gene1232","CCR3","FM_20"
"fm",2,1022,390,"gene4953","ODC1","FM_05"
"fm",2,1022,391,"gene3274","HRH2","FM_08"
"fm",2,1022,392,"gene5577","PRKAR2B","FM_14"
"fm",2,1022,393,"gene9254","CACNA2D2","FM_05"
"fm",2,1022,394,"gene915","CD3D","FM_12"
"fm",2,1022,395,"gene3123","HLA-DRB1","FM_02"
"fm",2,1022,396,"gene154","ADRB2","FM_10"
"fm",2,1022,397,"gene929","CD14","FM_09"
"fm",2,1022,398,"gene3577","CXCR1","FM_02"
"fm",2,1022,399,"gene1880","GPR183","FM_17"
"fm",2,1022,400,"gene6204","RPS10","FM_05"
"fm",2,1022,401,"gene6224","RPS20","FM_10"
"fm",2,1022,402,"gene126231","ZNF573","FM_08"
"fm",2,1022,403,"gene57514","ARHGAP31","FM_01"
"fm",2,1022,404,"gene31","ACACA","FM_15"
"fm",2,1022,405,"gene1870","E2F2","FM_05"
"fm",2,1022,406,"gene10449","ACAA2","FM_15"
"fm",2,1022,407,"gene114907","FBXO32","FM_03"
"fm",2,1022,408,"gene6139","RPL17","FM_01"
"fm",2,1022,409,"gene79887","PLBD1","FM_06"
"fm",2,1022,410,"gene2793","GNGT2","FM_01"
"fm",2,1022,411,"gene2059","EPS8","FM_13"
"fm",2,1022,412,"gene8334","H2AC6","FM_10"
"fm",2,1022,413,"gene3613","IMPA2","FM_01"
"fm",2,1022,414,"gene170622","COMMD6","FM_02"
"fm",2,1022,415,"gene2550","GABBR1","FM_08"
"fm",2,1022,416,"gene3572","IL6ST","FM_14"
"fm",2,1022,417,"gene2950","GSTP1","FM_11"
"fm",2,1022,418,"gene2081","ERN1","FM_05"
"fm",2,1022,419,"gene4792","NFKBIA","FM_12"
"fm",2,1022,420,"gene9398","CD101","FM_06"
"fm",2,1022,421,"gene3028","HSD17B10","FM_04"
"fm",2,1022,422,"gene6241","RRM2","FM_11"
"fm",2,1022,423,"gene23401","FRAT2","FM_14"
"fm",2,1022,424,"gene8794","TNFRSF10C","FM_17"
"fm",2,1022,425,"gene22800","RRAS2","FM_13"
"fm",2,1022,426,"gene3398","ID2","FM_01"
"fm",2,1022,427,"gene4068","SH2D1A","FM_12"
"fm",2,1022,428,"gene6286","S100P","FM_05"
"fm",2,1022,429,"gene157285","PRAG1","FM_07"
"fm",2,1022,430,"gene3340","NDST1","FM_15"
"fm",2,1022,431,"gene85441","HELZ2","FM_04"
"fm",2,1022,432,"gene6144","RPL21","FM_01"
"fm",2,1022,433,"gene8638","OASL","FM_05"
"fm",2,1022,434,"gene54407","SLC38A2","FM_18"
"fm",2,1022,435,"gene81794","ADAMTS10","FM_10"
"fm",2,1022,436,"gene6272","SORT1","FM_04"
"fm",2,1022,437,"gene445582","POTEE","FM_03"
"fm",2,1022,438,"gene1345","COX6C","FM_07"
"fm",2,1022,439,"gene6146","RPL22","FM_09"
"fm",2,1022,440,"gene514","ATP5F1E","FM_10"
"fm",2,1022,441,"gene6155","RPL27","FM_16"
"fm",2,1022,442,"gene6160","RPL31","FM_05"
"fm",2,1022,443,"gene162966","ZNF600","FM_12"
"fm",2,1022,444,"gene3728","JUP","FM_04"
"fm",2,1022,445,"gene26289","AK5","FM_07"
"fm",2,1022,446,"gene2768","GNA12","FM_06"
"fm",2,1022,447,"gene26268","FBXO9","FM_19"
"fm",2,1022,448,"gene6647","SOD1","FM_08"
"fm",2,1022,449,"gene7320","UBE2B","FM_13"
"fm",2,1022,450,"gene3430","IFI35","FM_05"
"fm",2,1022,451,"gene389","RHOC","FM_02"
"fm",2,1022,452,"gene4261","CIITA","FM_05"
"fm",2,1022,453,"gene65018","PINK1","FM_07"
"fm",2,1022,454,"gene146850","PIK3R6","FM_11"
"fm",2,1022,455,"gene301","ANXA1","FM_01"
"fm",2,1022,456,"gene63893","UBE2O","FM_06"
"fm",2,1022,457,"gene6886","TAL1","FM_17"
"fm",2,1022,458,"gene54498","SMOX","FM_08"
"fm",2,1022,459,"gene57630","SH3RF1","FM_02"
"fm",2,1022,460,"gene1471","CST3","FM_04"
"fm",2,1022,461,"gene56005","MYDGF","FM_01"
"fm",2,1022,462,"gene8536","CAMK1","FM_06"
"fm",2,1022,463,"gene10219","KLRG1","FM_06"
"fm",2,1022,464,"gene5052","PRDX1","FM_03"
"fm",2,1022,465,"gene838","CASP5","FM_09"
"fm",2,1022,466,"gene682","BSG","FM_05"
"fm",2,1022,467,"gene3164","NR4A1","FM_16"
"fm",2,1022,468,"gene1475","CSTA","FM_19"
"fm",2,1022,469,"gene5610","EIF2AK2","FM_07"
"fm",2,1022,470,"gene6352","CCL5","FM_12"
"fm",2,1022,471,"gene2634","GBP2","FM_06"
"fm",2,1022,472,"gene5721","PSME2","FM_02"
"fm",2,1022,473,"gene127933","UHMK1","FM_02"
"fm",2,1022,474,"gene6168","RPL37A","FM_07"
"fm",2,1022,475,"gene3115","HLA-DPB1","FM_09"
"fm",2,1022,476,"gene8718","TNFRSF25","FM_04"
"fm",2,1022,477,"gene80727","TTYH3","FM_06"
"fm",2,1022,478,"gene221472","FGD2","FM_07"
"fm",2,1022,479,"gene1350","COX7C","FM_14"
"fm",2,1022,480,"gene6641","SNTB1","FM_01"
"fm",2,1022,481,"gene4900","NRGN","FM_02"
"fm",2,1022,482,"gene5141","PDE4A","FM_14"
"fm",2,1022,483,"gene5027","P2RX7","FM_13"
"fm",2,1022,484,"gene219333","USP12","FM_08"
"fm",2,1022,485,"gene302","ANXA2","FM_03"
"fm",2,1022,486,"gene4353","MPO","FM_07"
"fm",2,1022,487,"gene8724","SNX3","FM_08"
"fm",2,1022,488,"gene25801","GCA","FM_06"
"fm",2,1022,489,"gene968","CD68","FM_06"
"fm",2,1022,490,"gene122416","ANKRD9","FM_06"
"fm",2,1022,491,"gene2153","F5","FM_02"
"fm",2,1022,492,"gene9531","BAG3","FM_19"
"fm",2,1022,493,"gene23191","CYFIP1","FM_03"
"fm",2,1022,494,"gene8787","RGS9","FM_01"
"fm",2,1022,495,"gene6280","S100A9","FM_08"
"fm",2,1022,496,"gene54790","TET2","FM_08"
"fm",2,1022,497,"gene1116","CHI3L1","FM_13"
"fm",2,1022,498,"gene6194","RPS6","FM_18"
"fm",2,1022,499,"gene6154","RPL26","FM_10"
"fm",2,1022,500,"gene22914","KLRK1","FM_16"
"fm",2,1022,501,"gene1593","CYP27A1","FM_01"
"fm",2,1022,502,"gene91319","DERL3","FM_04"
"fm",2,1022,503,"gene3646","EIF3E","FM_01"
"fm",2,1022,504,"gene6206","RPS12","FM_05"
"fm",2,1022,505,"gene321","APBA2","FM_14"
"fm",2,1022,506,"gene7273","TTN","FM_01"
"fm",2,1022,507,"gene8875","VNN2","FM_04"
"fm",2,1022,508,"gene28996","HIPK2","FM_02"
"fm",2,1022,509,"gene1512","CTSH","FM_06"
"fm",2,1022,510,"gene25824","PRDX5","FM_04"
"fm",2,1022,511,"gene10963","STIP1","FM_18"
"fm",2,1022,512,"gene217","ALDH2","FM_11"
"fm",2,1022,513,"gene114879","OSBPL5","FM_05"
"fm",2,1022,514,"gene25956","SEC31B","FM_03"
"fm",2,1022,515,"gene3566","IL4R","FM_15"
"fm",2,1022,516,"gene4833","NME4","FM_01"
"fm",2,1022,517,"gene133522","PPARGC1B","FM_06"
"fm",2,1022,518,"gene5140","PDE3B","FM_19"
"fm",2,1022,519,"gene55432","YOD1","FM_01"
"fm",2,1022,520,"gene1675","CFD","FM_04"
"fm",2,1022,521,"gene23475","QPRT","FM_01"
"fm",2,1022,522,"gene330","BIRC3","FM_11"
"fm",2,1022,523,"gene3925","STMN1","FM_02"
"fm",2,1022,524,"gene3693","ITGB5","FM_02"
"fm",2,1022,525,"gene6175","RPLP0","FM_04"
"fm",2,1022,526,"gene6161","RPL32","FM_10"
"fm",2,1022,527,"gene7311","UBA52","FM_13"
"fm",2,1022,528,"gene4831","NME2","FM_10"
"fm",2,1022,529,"gene6141","RPL18","FM_02"
"fm",2,1022,530,"gene6713","SQLE","FM_06"
"fm",2,1022,531,"gene8905","AP1S2","FM_06"
"fm",2,1022,532,"gene4303","FOXO4","FM_10"
"fm",2,1022,533,"gene8669","EIF3J","FM_05"
"fm",2,1022,534,"gene146330","FBXL16","FM_17"
"fm",2,1022,535,"gene6165","RPL35A","FM_04"
"fm",2,1022,536,"gene4502","MT2A","FM_01"
"fm",2,1022,537,"gene22885","ABLIM3","FM_06"
"fm",2,1022,538,"gene513","ATP5F1D","FM_14"
"fm",2,1022,539,"gene51734","MSRB1","FM_20"
"fm",2,1022,540,"gene10871","CD300C","FM_16"
"fm",2,1022,541,"gene6228","RPS23","FM_19"
"fm",2,1022,542,"gene143686","SESN3","FM_07"
"fm",2,1022,543,"gene51024","FIS1","FM_03"
"fm",2,1022,544,"gene6191","RPS4X","FM_02"
"fm",2,1022,545,"gene2781","GNAZ","FM_04"
"fm",2,1022,546,"gene6001","RGS10","FM_16"
"fm",2,1022,547,"gene84874","ZNF514","FM_05"
"fm",2,1022,548,"gene84131","CEP78","FM_14"
"fm",2,1022,549,"gene4605","MYBL2","FM_19"
"fm",2,1022,550,"gene3822","KLRC2","FM_02"
"fm",2,1022,551,"gene8140","SLC7A5","FM_09"
"fm",2,1022,552,"gene2048","EPHB2","FM_18"
"fm",2,1022,553,"gene3394","IRF8","FM_19"
"fm",2,1022,554,"gene80139","ZNF703","FM_13"
"fm",2,1022,555,"gene5727","PTCH1","FM_02"
"fm",2,1022,556,"gene6721","SREBF2","FM_02"
"fm",2,1022,557,"gene6648","SOD2","FM_01"
"fm",2,1022,558,"gene5836","PYGL","FM_03"
"fm",2,1022,559,"gene2947","GSTM3","FM_08"
"fm",2,1022,560,"gene4345","CD200","FM_06"
"fm",2,1022,561,"gene151742","PPM1L","FM_07"
"fm",2,1022,562,"gene340205","TREML1","FM_05"
"fm",2,1022,563,"gene708","C1QBP","FM_12"
"fm",2,1022,564,"gene7169","TPM2","FM_10"
"fm",2,1022,565,"gene6202","RPS8","FM_02"
"fm",2,1022,566,"gene3480","IGF1R","FM_19"
"fm",2,1022,567,"gene66002","CYP4F12","FM_05"
"fm",2,1022,568,"gene388931","MFSD2B","FM_05"
"fm",2,1022,569,"gene133","ADM","FM_10"
"fm",2,1022,570,"gene6147","RPL23A","FM_06"
"fm",2,1022,571,"gene3579","CXCR2","FM_01"
"fm",2,1022,572,"gene6142","RPL18A","FM_15"
"fm",2,1022,573,"gene4282","MIF","FM_07"
"fm",2,1022,574,"gene3336","HSPE1","FM_03"
"fm",2,1022,575,"gene4773","NFATC2","FM_07"
"fm",2,1022,576,"gene2787","GNG5","FM_09"
"fm",2,1022,577,"gene10437","IFI30","FM_02"
"fm",2,1022,578,"gene161882","ZFPM1","FM_03"
"fm",2,1022,579,"gene2357","FPR1","FM_02"
"fm",2,1022,580,"gene6635","SNRPE","FM_09"
"fm",2,1022,581,"gene56975","FAM20C","FM_14"
"fm",2,1022,582,"gene2162","F13A1","FM_12"
"fm",2,1022,583,"gene9231","DLG5","FM_15"
"fm",2,1022,584,"gene10859","LILRB1","FM_09"
"fm",2,1022,585,"gene933","CD22","FM_03"
"fm",2,1022,586,"gene942","CD86","FM_12"
"fm",2,1022,587,"gene9145","SYNGR1","FM_10"
"fm",2,1022,588,"gene2058","EPRS1","FM_10"
"fm",2,1022,589,"gene6556","SLC11A1","FM_01"
"fm",2,1022,590,"gene6217","RPS16","FM_03"
"fm",2,1022,591,"gene80012","PHC3","FM_11"
"fm",2,1022,592,"gene2776","GNAQ","FM_04"
"fm",2,1022,593,"gene6169","RPL38","FM_13"
"fm",2,1022,594,"gene117155","CATSPER2","FM_09"
"fm",2,1022,595,"gene25946","ZNF385A","FM_02"
"fm",2,1022,596,"gene134429","STARD4","FM_04"
"fm",2,1022,597,"gene3556","IL1RAP","FM_02"
"fm",2,1022,598,"gene7128","TNFAIP3","FM_02"
"fm",2,1022,599,"gene6159","RPL29","FM_08"
"fm",2,1022,600,"gene9194","SLC16A7","FM_07"
"fm",2,1022,601,"gene275","AMT","FM_09"
"fm",2,1022,602,"gene5567","PRKACB","FM_07"
"fm",2,1022,603,"gene83988","NCALD","FM_06"
"fm",2,1022,604,"gene9580","SOX13","FM_06"
"fm",2,1022,605,"gene4708","NDUFB2","FM_04"
"fm",2,1022,606,"gene3575","IL7R","FM_04"
"fm",2,1022,607,"gene4830","NME1","FM_09"
"fm",2,1022,608,"gene27287","VENTX","FM_16"
"fm",2,1022,609,"gene55423","SIRPG","FM_02"
"fm",2,1022,610,"gene4646","MYO6","FM_11"
"fm",2,1022,611,"gene58477","SRPRB","FM_01"
"fm",2,1022,612,"gene6188","RPS3","FM_03"
"fm",2,1022,613,"gene54583","EGLN1","FM_13"
"fm",2,1022,614,"gene1163","CKS1B","FM_02"
"fm",2,1022,615,"gene5732","PTGER2","FM_01"
"fm",2,1022,616,"gene306","ANXA3","FM_11"
"fm",2,1022,617,"gene1043","CD52","FM_01"
"fm",2,1022,618,"gene7203","CCT3","FM_09"
"fm",2,1022,619,"gene2206","MS4A2","FM_06"
"fm",2,1022,620,"gene6173","RPL36A","FM_15"
"fm",2,1022,621,"gene79071","ELOVL6","FM_05"
"fm",2,1022,622,"gene6039","RNASE6","FM_07"
"fm",2,1022,623,"gene123","PLIN2","FM_03"
"fm",2,1022,624,"gene8541","PPFIA3","FM_05"
"fm",2,1022,625,"gene1890","TYMP","FM_04"
"fm",2,1022,626,"gene3386","ICAM4","FM_10"
"fm",2,1022,627,"gene3595","IL12RB2","FM_08"
"fm",2,1022,628,"gene9045","RPL14","FM_01"
"fm",2,1022,629,"gene55466","DNAJA4","FM_16"
"fm",2,1022,630,"gene5966","REL","FM_03"
"fm",2,1022,631,"gene54210","TREM1","FM_04"
"fm",2,1022,632,"gene4638","MYLK","FM_06"
"fm",2,1022,633,"gene3717","JAK2","FM_12"
"fm",2,1022,634,"gene2309","FOXO3","FM_11"
"fm",2,1022,635,"gene140807","KRT72","FM_10"
"fm",2,1022,636,"gene8320","EOMES","FM_08"
"fm",2,1022,637,"gene6207","RPS13","FM_14"
"fm",2,1022,638,"gene2201","FBN2","FM_07"
"fm",2,1022,639,"gene3486","IGFBP3","FM_07"
"fm",2,1022,640,"gene79834","PEAK1","FM_17"
"fm",2,1022,641,"gene57698","SHTN1","FM_18"
"fm",2,1022,642,"gene463","ZFHX3","FM_11"
"fm",2,1022,643,"gene6375","XCL1","FM_03"
"fm",2,1022,644,"gene57654","UVSSA","FM_01"
"fm",2,1022,645,"gene539","ATP5PO","FM_07"
"fm",2,1022,646,"gene597","BCL2A1","FM_06"
"fm",2,1022,647,"gene719","C3AR1","FM_01"
"fm",2,1022,648,"gene83999","KREMEN1","FM_07"
"fm",2,1022,649,"gene56172","ANKH","FM_07"
"fm",2,1022,650,"gene710","SERPING1","FM_10"
"fm",2,1022,651,"gene10462","CLEC10A","FM_11"
"fm",2,1022,652,"gene6209","RPS15","FM_01"
"fm",2,1022,653,"gene527","ATP6V0C","FM_02"
"fm",2,1022,654,"gene81030","ZBP1","FM_03"
"fm",2,1022,655,"gene6095","RORA","FM_01"
"fm",2,1022,656,"gene1051","CEBPB","FM_08"
"fm",2,1022,657,"gene6233","RPS27A","FM_03"
"fm",2,1022,658,"gene5901","RAN","FM_02"
"fm",2,1022,659,"gene9170","LPAR2","FM_01"
"fm",2,1022,660,"gene2317","FLNB","FM_07"
"fm",2,1022,661,"gene2203","FBP1","FM_07"
"fm",2,1022,662,"gene2017","CTTN","FM_17"
"fm",2,1022,663,"gene6218","RPS17","FM_01"
"fm",2,1022,664,"gene192286","HIGD2A","FM_03"
"fm",2,1022,665,"gene259173","ALS2CL","FM_17"
"fm",2,1022,666,"gene10549","PRDX4","FM_05"
"fm",2,1022,667,"gene23547","LILRA4","FM_06"
"fm",2,1022,668,"gene353","APRT","FM_11"
"fm",2,1022,669,"gene51389","RWDD1","FM_04"
"fm",2,1022,670,"gene100996939","PYURF","FM_12"
"fm",2,1022,671,"gene84992","PIGY","FM_07"
"fm",2,1022,672,"gene59285","CACNG6","FM_11"
"fm",2,1022,673,"gene940","CD28","FM_04"
"fm",2,1022,674,"gene760","CA2","FM_02"
"fm",2,1022,675,"gene2760","GM2A","FM_07"
"fm",2,1022,676,"gene8349","H2BC21","FM_05"
"fm",2,1022,677,"gene978","CDA","FM_11"
"fm",2,1022,678,"gene2790","GNG10","FM_02"
"fm",2,1022,679,"gene54843","SYTL2","FM_15"
"fm",2,1022,680,"gene10870","HCST","FM_06"
"fm",2,1022,681,"gene671","BPI","FM_03"
"fm",2,1022,682,"gene27102","EIF2AK1","FM_01"
"fm",2,1022,683,"gene3772","KCNJ15","FM_15"
"fm",2,1022,684,"gene1436","CSF1R","FM_04"
"fm",2,1022,685,"gene728294","D2HGDH","FM_03"
"fm",2,1022,686,"gene6167","RPL37","FM_15"
"fm",2,1022,687,"gene6134","RPL10","FM_04"
"fm",2,1022,688,"gene8714","ABCC3","FM_08"
"fm",2,1022,689,"gene6125","RPL5","FM_08"
"fm",2,1022,690,"gene56953","NT5M","FM_04"
"fm",2,1022,691,"gene8482","SEMA7A","FM_03"
"fm",2,1022,692,"gene64759","TNS3","FM_03"
"fm",2,1022,693,"gene90990","KIFC2","FM_07"
"fm",2,1022,694,"gene2194","FASN","FM_07"
"fm",2,1022,695,"gene4736","RPL10A","FM_13"
"fm",2,1022,696,"gene974","CD79B","FM_16"
"fm",2,1022,697,"gene4869","NPM1","FM_13"
"fm",2,1022,698,"gene5016","OVGP1","FM_07"
"fm",2,1022,699,"gene3590","IL11RA","FM_03"
"fm",2,1022,700,"gene23645","PPP1R15A","FM_15"
"fm",2,1022,701,"gene23677","SH3BP4","FM_04"
"fm",2,1022,702,"gene155066","ATP6V0E2","FM_03"
"fm",2,1022,703,"gene8993","PGLYRP1","FM_01"
"fm",2,1022,704,"gene4069","LYZ","FM_17"
"fm",2,1022,705,"gene1848","DUSP6","FM_18"
"fm",2,1022,706,"gene1717","DHCR7","FM_03"
"fm",2,1022,707,"gene55967","NDUFA12","FM_02"
"fm",2,1022,708,"gene30817","ADGRE2","FM_09"
"fm",2,1022,709,"gene643","CXCR5","FM_04"
"fm",2,1022,710,"gene10857","PGRMC1","FM_17"
"fm",2,1022,711,"gene1312","COMT","FM_12"
"fm",2,1022,712,"gene51386","EIF3L","FM_01"
"fm",2,1022,713,"gene1536","CYBB","FM_11"
"fm",2,1022,714,"gene8740","TNFSF14","FM_04"
"fm",2,1022,715,"gene27339","PRPF19","FM_07"
"fm",2,1022,716,"gene84443","FRMPD3","FM_01"
"fm",2,1022,717,"gene5621","PRNP","FM_01"
"fm",2,1022,718,"gene3903","LAIR1","FM_01"
"fm",2,1022,719,"gene3312","HSPA8","FM_04"
"fm",2,1022,720,"gene1803","DPP4","FM_07"
"fm",2,1022,721,"gene23586","RIGI","FM_14"
"fm",2,1022,722,"gene23327","NEDD4L","FM_12"
"fm",2,1022,723,"gene3091","HIF1A","FM_04"
"fm",2,1022,724,"gene57571","CARNS1","FM_19"
"fm",2,1022,725,"gene89790","SIGLEC10","FM_13"
"fm",2,1022,726,"gene8111","GPR68","FM_06"
"fm",2,1022,727,"gene4660","PPP1R12B","FM_02"
"fm",2,1022,728,"gene64425","POLR1E","FM_07"
"fm",2,1022,729,"gene10728","PTGES3","FM_03"
"fm",2,1022,730,"gene140809","SRXN1","FM_11"
"fm",2,1022,731,"gene23250","ATP11A","FM_18"
"fm",2,1022,732,"gene8821","INPP4B","FM_01"
"fm",2,1022,733,"gene57162","PELI1","FM_12"
"fm",2,1022,734,"gene6137","RPL13","FM_16"
"fm",2,1022,735,"gene4000","LMNA","FM_04"
"fm",2,1022,736,"gene5209","PFKFB3","FM_09"
"fm",2,1022,737,"gene56993","TOMM22","FM_03"
"fm",2,1022,738,"gene7090","TLE3","FM_14"
"fm",2,1022,739,"gene7494","XBP1","FM_01"
"fm",2,1022,740,"gene718","C3","FM_11"
"fm",2,1022,741,"gene64167","ERAP2","FM_16"
"fm",2,1022,742,"gene2149","F2R","FM_20"
"fm",2,1022,743,"gene81857","MED25","FM_15"
"fm",2,1022,744,"gene1891","ECH1","FM_16"
"fm",2,1022,745,"gene8673","VAMP8","FM_04"
"fm",2,1022,746,"gene6720","SREBF1","FM_17"
"fm",2,1022,747,"gene8607","RUVBL1","FM_04"
"fm",2,1022,748,"gene8682","PEA15","FM_02"
"fm",2,1022,749,"gene10055","SAE1","FM_12"
"fm",2,1022,750,"gene85439","STON2","FM_01"
"fm",2,1022,751,"gene10913","EDAR","FM_04"
"fm",2,1022,752,"gene6843","VAMP1","FM_14"
"fm",2,1022,753,"gene3557","IL1RN","FM_13"
"fm",2,1022,754,"gene5603","MAPK13","FM_19"
"fm",2,1022,755,"gene28984","RGCC","FM_05"
"fm",2,1022,756,"gene319101","KRT73","FM_01"
"fm",2,1022,757,"gene1296","COL8A2","FM_04"
"fm",2,1022,758,"gene27242","TNFRSF21","FM_06"
"fm",2,1022,759,"gene10051","SMC4","FM_17"
"fm",2,1022,760,"gene8780","RIOK3","FM_06"
"fm",2,1022,761,"gene55558","PLXNA3","FM_06"
"fm",2,1022,762,"gene6138","RPL15","FM_15"
"fm",2,1022,763,"gene55704","CCDC88A","FM_03"
"fm",2,1022,764,"gene6513","SLC2A1","FM_13"
"fm",2,1022,765,"gene1622","DBI","FM_03"
"fm",2,1022,766,"gene4171","MCM2","FM_03"
"fm",2,1022,767,"gene64981","MRPL34","FM_08"
"fm",2,1022,768,"gene23136","EPB41L3","FM_09"
"fm",2,1022,769,"gene9450","LY86","FM_15"
"fm",2,1022,770,"gene6176","RPLP1","FM_02"
"fm",2,1022,771,"gene23305","ACSL6","FM_13"
"fm",2,1022,772,"gene64386","MMP25","FM_01"
"fm",2,1022,773,"gene6230","RPS25","FM_01"
"fm",2,1022,774,"gene10276","NET1","FM_05"
"fm",2,1022,775,"gene80739","MPIG6B","FM_12"
"fm",2,1022,776,"gene10875","FGL2","FM_03"
"fm",2,1022,777,"gene56261","GPCPD1","FM_05"
"fm",2,1022,778,"gene24138","IFIT5","FM_01"
"fm",2,1022,779,"gene2053","EPHX2","FM_02"
"fm",2,1022,780,"gene80005","DOCK5","FM_05"
"fm",2,1022,781,"gene79888","LPCAT1","FM_07"
"fm",2,1022,782,"gene29107","NXT1","FM_08"
"fm",2,1022,783,"gene4193","MDM2","FM_06"
"fm",2,1022,784,"gene2358","FPR2","FM_12"
"fm",2,1022,785,"gene10161","LPAR6","FM_01"
"fm",2,1022,786,"gene9759","HDAC4","FM_11"
"fm",2,1022,787,"gene10654","PMVK","FM_16"
"fm",2,1022,788,"gene84254","CAMKK1","FM_14"
"fm",2,1022,789,"gene1378","CR1","FM_09"
"fm",2,1022,790,"gene10575","CCT4","FM_19"
"fm",2,1022,791,"gene53834","FGFRL1","FM_07"
"fm",2,1022,792,"gene3459","IFNGR1","FM_08"
"fm",2,1022,793,"gene22918","CD93","FM_01"
"fm",2,1022,794,"gene2281","FKBP1B","FM_01"
"fm",2,1022,795,"gene84628","NTNG2","FM_15"
"fm",2,1022,796,"gene94015","TTYH2","FM_08"
"fm",2,1022,797,"gene6923","ELOB","FM_20"
"fm",2,1022,798,"gene253260","RICTOR","FM_16"
"fm",2,1022,799,"gene7476","WNT7A","FM_11"
"fm",2,1022,800,"gene10516","FBLN5","FM_12"
"fm",2,1022,801,"gene917","CD3G","FM_12"
"fm",2,1022,802,"gene3014","H2AX","FM_08"
"fm",2,1022,803,"gene2197","FAU","FM_11"
"fm",2,1022,804,"gene5087","PBX1","FM_07"
